Lane,Loads,AvgDaysToShip,AvgCostPerMile,MilesAvg
"PHILADELPHIA, MS → LOUISVILLE, KY",1,3.0,3.2549728752260396,553.0
"BELK, AL → MILROY, IN",1,2.0,3.2544378698224854,507.0
"OLLA, LA → WALNUT, MS",3,8.666666666666666,3.251927330173776,422.0
"MALVERN, AR → SILSBEE, TX",3,3.3333333333333335,3.250244379276637,341.0
"PINELAND, TX → DENISON, TX",1,1.0,3.25,264.0
"MAGNOLIA, MS → BRYAN, TX",6,1.5,3.24928469241774,466.0
"CORINTH, MS → GRABILL, IN",3,1.0,3.248873873873874,592.0
"BELK, AL → DALLAS, TX",1,1.0,3.247863247863248,585.0
"GLOSTER, MS → HOUSTON, TX",35,2.7142857142857144,3.246769148822129,329.77142857142854
"THORSBY, AL → DALLAS, TX",1,1.0,3.2457496136012365,647.0
"CHOPIN, LA → CONVERSE, TX",9,1.6666666666666667,3.2450783162016648,454.0
"LEOLA, AR → JACKSONVILLE, TX",1,3.0,3.2442748091603053,262.0
"WALDO, AR → BLOOMFIELD, IA",1,13.0,3.2436708860759493,632.0
"GURDON, AR → POPLAR BLUFF, MO",1,7.0,3.242320819112628,293.0
"BIRMINGHAM, AL → WEBB, AL",1,1.0,3.240740740740741,216.0
"WARM SPRINGS, AR → JEWETT, TX",7,5.571428571428571,3.24031007751938,516.0
"SALEM, MO → MEMPHIS, TN",1,11.0,3.2388663967611335,247.0
"BOGALUSA, LA → PORT NECHES, TX",2,3.0,3.2374100719424463,278.0
"EXETER, MO → LONGVIEW, TX",2,1.0,3.236914600550964,363.0
"GLOSTER, MS → KENNARD, TX",1,21.0,3.236245954692557,309.0
"BOGALUSA, LA → HUTCHINS, TX",3,2.0,3.2338308457711444,536.0
"BROOKHAVEN, MS → BRYAN, TX",1,1.0,3.2323232323232323,495.0
"MAGNOLIA, AR → SAN ANTONIO, TX",1,1.0,3.231357552581262,523.0
"MILLPORT, AL → GRABILL, IN",15,2.8,3.231343283582089,670.0
"PLUMERVILLE, AR → DENVER, CO",1,4.0,3.2311062431544357,913.0
"MALVERN, AR → BRYAN, TX",6,4.333333333333333,3.2301662292213478,381.0
"PLUMERVILLE, AR → PORT NECHES, TX",3,3.3333333333333335,3.22962962962963,450.0
"SUMMERSVILLE, MO → EVANSVILLE, WI",1,5.0,3.228962818003914,511.0
"NEW BOSTON, TX → HEARNE, TX",1,4.0,3.2287822878228782,271.0
"GLOSTER, MS → MIDDLETON, TN",3,8.666666666666666,3.2269503546099294,376.0
"VICKSBURG, MS → LAFAYETTE, IN",1,3.0,3.225806451612903,744.0
"WARRENTON, GA → CLEVELAND, NC",1,3.0,3.225806451612903,248.0
"CORINTH, MS → SELLERSBURG, IN",1,4.0,3.2253521126760565,355.0
"ACKERMAN, MS → BRYAN, TX",2,1.0,3.22508896797153,562.0
"ACKERMAN, MS → COAL VALLEY, IL",1,6.0,3.2234957020057307,698.0
"VERONA, MO → ENGLEWOOD, CO",2,4.0,3.2213438735177866,759.0
"SILVER CREEK, MS → LA PORTE, TX",1,1.0,3.217821782178218,404.0
"CAMDEN, TX → OKLAHOMA CITY, OK",1,4.0,3.216019417475728,412.0
"PHILADELPHIA, MS → GROVETON, TX",1,2.0,3.2150776053215075,451.0
"SPAVINAW, OK → KENNEDALE, TX",6,3.8333333333333335,3.2150205761316872,324.0
"WAYNESBORO, MS → DALLAS, TX",2,2.0,3.213610586011342,529.0
"SILVER CREEK, MS → KANKAKEE, IL",1,1.0,3.21285140562249,747.0
"THOMASVILLE, AL → POTTSVILLE, AR",1,1.0,3.21285140562249,498.0
"BOGALUSA, LA → RANBURNE, AL",1,12.0,3.211570680628272,382.0
"BOGALUSA, LA → NORTHPORT, AL",2,1.0,3.211297071129707,239.0
"WALDO, AR → BRYAN, TX",1,1.0,3.21,313.0
"GLOSTER, MS → SOMERSET, KY",1,10.0,3.209700427960057,701.0
"BRYAN, TX → KILGORE, TX",2,8.5,3.2085561497326203,187.0
"OLLA, LA → SHEFFIELD, IA",1,5.0,3.2051282051282053,936.0
"STRONG, AR → BRYAN, TX",1,1.0,3.2019540229885055,348.0
"BIRMINGHAM, AL → CROSSVILLE, TN",1,4.0,3.2,250.0
"BOGALUSA, LA → MIDDLETON, TN",1,11.0,3.2,375.0
"PHILADELPHIA, MS → BRAZIL, IN",3,11.333333333333334,3.1997774067890927,599.0
"MARSHALL, TX → WICHITA, KS",1,1.0,3.198019801980198,505.0
"VIOLA, AR → HALTOM CITY, TX",1,4.0,3.198019801980198,505.0
"OLLA, LA → DURANT, OK",1,4.0,3.1973684210526314,380.0
"OLIVE BRANCH, MS → BIRMINGHAM, AL",1,1.0,3.1963470319634704,219.0
"LOUISVILLE, AL → WEST UNION, OH",3,0.6666666666666666,3.1959852086634974,631.0
"PLUMERVILLE, AR → SELMER, TN",1,3.0,3.1954887218045114,266.0
"ACKERMAN, MS → COOPERSVILLE, MI",1,5.0,3.195266272189349,845.0
"GLOSTER, MS → LA PORTE, TX",1,1.0,3.194888178913738,313.0
"EFFINGHAM, SC → GREENVILLE, GA",2,2.5,3.1944444444444446,360.0
"GLOSTER, MS → MT PLEASANT, TX",1,5.0,3.1944444444444446,360.0
"WOODVILLE, MS → PELHAM, AL",1,1.0,3.1940700808625335,371.0
"BRYAN, TX → EULESS, TX",2,1.5,3.193421052631579,190.0
"PLUMERVILLE, AR → TOCCOA, GA",1,2.0,3.1929555895865236,653.0
"CARRSVILLE, KY → WOLCOTT, IN",2,1.0,3.1925207756232687,361.0
"MAGNOLIA, MS → HALEYVILLE, AL",3,5.0,3.192107995846314,321.0
"MILLPORT, AL → JACKSONVILLE, TX",9,2.3333333333333335,3.189787420556651,507.0
"POCAHONTAS, AR → LONGVIEW, TX",2,2.0,3.1887755102040813,392.0
"GURDON, AR → BATON ROUGE, LA",1,2.0,3.1884057971014492,345.0
"BOGALUSA, LA → MORRISTOWN, TN",2,4.0,3.1879194630872485,596.0
"ALAPAHA, GA → MC INTYRE, GA",1,2.0,3.1875,160.0
"FULTON, AL → JACKSONVILLE, TX",1,0.0,3.187250996015936,502.0
"IDABEL, OK → PORT NECHES, TX",1,6.0,3.1847133757961785,314.0
"CORRIGAN, TX → DUNCAN, OK",1,1.0,3.183023872679045,377.0
"BIRMINGHAM, AL → RIPLEY, TN",10,4.5,3.1825839160839164,286.0
"MAGNOLIA, AR → RIPLEY, TN",1,1.0,3.1818181818181817,330.0
"WARREN, AR → HOUSTON, TX",1,1.0,3.1818181818181817,385.0
"SILVER CREEK, MS → PORT NECHES, TX",1,1.0,3.1818181818181817,330.0
"BAY SPRINGS, MS → DALLAS, TX",4,3.5,3.1807065217391304,463.0
"DERIDDER, LA → PHARR, TX",1,1.0,3.179190751445087,519.0
"COTTONTON, AL → SOMERSET, KY",2,7.0,3.1788793103448274,464.0
"FOREST, MS → MC INTYRE, GA",3,5.666666666666667,3.178294573643411,473.0
"CORINTH, MS → WICHITA, KS",1,1.0,3.1757754800590843,677.0
"ACKERMAN, MS → CORSICANA, TX",1,1.0,3.1746031746031744,504.0
"GLOSTER, MS → HEARNE, TX",1,3.0,3.1746031746031744,441.0
"MALVERN, AR → WINFIELD, KS",3,10.0,3.1711915535444946,442.0
"OLLA, LA → IRVING, TX",8,2.125,3.1706465517241376,348.0
"WARM SPRINGS, AR → EVANSVILLE, WI",9,3.7777777777777777,3.1669758812615956,539.0
"PLUMERVILLE, AR → PHARR, TX",1,7.0,3.1633906633906634,814.0
"EL DORADO, AR → GRABILL, IN",1,2.0,3.162291169451074,838.0
"ACKERMAN, MS → SCHILLER PARK, IL",4,5.5,3.160310734463277,708.0
"MERIDIAN, MS → ATLANTA, GA",1,2.0,3.1578947368421053,285.0
"MC DAVID, FL → JACKSONVILLE, FL",1,1.0,3.156498673740053,377.0
"BRUCE, MS → BRYAN, TX",1,1.0,3.1561461794019934,602.0
"BAY SPRINGS, MS → SILSBEE, TX",2,0.5,3.1556372549019605,408.0
"PLUMERVILLE, AR → BIRMINGHAM, AL",1,1.0,3.1553398058252426,412.0
"HOLDEN, LA → MOUNT PLEASANT, TX",3,7.333333333333333,3.154613466334165,401.0
"MAGNOLIA, AR → CROWLEY, TX",2,3.5,3.1537102473498235,283.0
"BIRMINGHAM, AL → GREENEVILLE, TN",1,1.0,3.1531531531531534,333.0
"THORSBY, AL → BRYAN, TX",3,3.3333333333333335,3.151862464183381,698.0
"BRYAN, TX → OKLAHOMA CITY, OK",1,1.0,3.1498637602179835,367.0
"BUCKS, AL → BIRMINGHAM, AL",1,4.0,3.1496062992125986,254.0
"SEVEN SPRINGS, NC → ROANOKE, VA",1,3.0,3.1496062992125986,254.0
"PHILADELPHIA, MS → HOUSTON, TX",1,1.0,3.1481481481481484,540.0
"TAYLORSVILLE, MS → MOSCOW, TN",1,10.0,3.1456953642384105,302.0
"GLOSTER, MS → FT WORTH, TX",6,3.1666666666666665,3.1454418928322894,479.0
"BRUCE, MS → MC INTYRE, GA",3,5.0,3.142437591776799,454.0
"BOGALUSA, LA → GROVETON, TX",1,5.0,3.141361256544503,382.0
"ACKERMAN, MS → RICHMOND, IL",1,1.0,3.141361256544503,764.0
"GLOSTER, MS → WILLACOOCHEE, GA",1,3.0,3.140916808149406,589.0
"BIRMINGHAM, AL → MOREHEAD CITY, NC",1,11.0,3.1390134529147984,669.0
"BRYAN, TX → CHICKASHA, OK",6,5.166666666666667,3.1386514719848058,351.0
"SALEM, KY → WOLCOTT, IN",1,1.0,3.1384615384615384,325.0
"BELK, AL → TOLEDO, OH",2,4.5,3.138148667601683,713.0
"HAVANA, FL → FROSTPROOF, FL",3,5.666666666666667,3.137860082304527,324.0
"BRYAN, TX → DENISON, TX",4,5.0,3.137651821862348,247.0
"BRYAN, TX → PARK CITY, KS",10,3.0,3.1375732838589983,539.0
"HOLDEN, LA → FORT WORTH, TX",1,1.0,3.1372549019607843,510.0
"TROY, AL → NASHVILLE, TN",2,4.0,3.1362275449101795,334.0
"MOUNDVILLE, AL → BRYAN, TX",2,0.5,3.1349840255591053,626.0
"ACKERMAN, MS → PRINCEVILLE, IL",1,7.0,3.134796238244514,638.0
"VICKSBURG, MS → KENNARD, TX",1,1.0,3.134796238244514,319.0
"PLUMERVILLE, AR → WICHITA FALLS, TX",1,5.0,3.133177570093458,428.0
"HOLDEN, LA → STEPHENVILLE, TX",1,0.0,3.130434782608696,575.0
"RUSSELLVILLE, AR → HOUSTON, TX",3,2.6666666666666665,3.1304058549567526,501.0
"THOMASVILLE, AL → TIPP CITY, OH",1,3.0,3.1276901004304163,697.0
"BOGALUSA, LA → SILSBEE, TX",9,2.4444444444444446,3.1250000000000004,296.0
"SEVEN SPRINGS, NC → CAYCE, SC",1,1.0,3.125,256.0
"OLLA, LA → SKIDMORE, TX",1,3.0,3.125,480.0
"ENNIS, TX → AMARILLO, TX",1,3.0,3.125,400.0
"HOLDEN, LA → LAREDO, TX",1,3.0,3.125,656.0
"LUMBERTON, MS → JACKSONVILLE, TX",1,3.0,3.125,448.0
"HOLDEN, LA → HOUSTON, TX",25,1.32,3.122519627592746,314.4
"VIOLA, AR → NORTH BIRMINGHAM, AL",7,1.5714285714285714,3.122347949080622,404.0
"BRYAN, TX → SIOUX CITY, IA",2,7.5,3.12157721796276,913.0
"BRUCE, MS → GROVETON, TX",1,3.0,3.121387283236994,519.0
"BOGALUSA, LA → BONHAM, TX",1,1.0,3.1192660550458715,545.0
"SEVEN SPRINGS, NC → BELMONT, NC",3,0.3333333333333333,3.1167979002624673,254.0
"BIRMINGHAM, AL → CHESTER, SC",2,4.0,3.116710875331565,377.0
"MAGNOLIA, MS → PASADENA, TX",1,1.0,3.1161473087818696,353.0
"RUSSELLVILLE, AR → JACKSONVILLE, TX",1,1.0,3.112676056338028,355.0
"BOGALUSA, LA → ECLECTIC, AL",1,0.0,3.11178247734139,331.0
"HOLDEN, LA → SEGUIN, TX",2,2.0,3.111587982832618,466.0
"BRUCE, MS → SCHILLER PARK, IL",2,8.0,3.110773899848255,659.0
"DIERKS, AR → BRAZIL, IN",4,8.5,3.110510046367852,647.0
"ACKERMAN, MS → OKLAHOMA CITY, OK",1,1.0,3.110047846889952,627.0
"BIRMINGHAM, AL → LOVELAND, OH",4,6.0,3.1038767395626246,503.0
"LOUISVILLE, AL → AUBURN, KY",6,4.666666666666667,3.1037212984956457,421.0
"POCAHONTAS, AR → HOUSTON, TX",1,1.0,3.103448275862069,580.0
"CORINTH, MS → SHERMAN, TX",1,1.0,3.101503759398496,532.0
"FOREST, MS → RIPLEY, TN",1,6.0,3.10077519379845,258.0
"WAYNESBORO, MS → BRYAN, TX",3,1.0,3.10077519379845,602.0
"RUSSELLVILLE, AR → BRYAN, TX",1,1.0,3.1006160164271046,487.0
"BRYAN, TX → SHAWNEE, OK",7,4.857142857142857,3.0984107560825143,373.85714285714283
"HOUSTON, TX → SHREVEPORT, LA",2,1.0,3.0982905982905984,234.0
"WARREN, AR → SIKESTON, MO",1,1.0,3.0968823529411766,340.0
"HATFIELD, AR → BRYAN, TX",2,1.0,3.094900849858357,353.0
"OLLA, LA → MONTGOMERY, AL",1,1.0,3.094059405940594,404.0
"BRYAN, TX → GRAHAM, TX",2,7.0,3.0927734375,256.0
"GLOSTER, MS → POLLARD, AR",1,3.0,3.0905077262693155,453.0
"HOLDEN, LA → BRYAN, TX",9,3.2222222222222223,3.0891646390916465,411.0
"OLLA, LA → POPLAR BLUFF, MO",3,6.0,3.0883968253968255,420.0
"BIRMINGHAM, AL → JACKSON, TN",1,4.0,3.087649402390438,251.0
"GURDON, AR → SEGUIN, TX",1,1.0,3.084790419161677,501.0
"GLOSTER, MS → KNOXVILLE, TN",2,2.0,3.0844155844155843,616.0
"OLLA, LA → VINEMONT, AL",1,7.0,3.0837004405286343,454.0
"IDABEL, OK → OKLAHOMA CITY, OK",1,5.0,3.0837004405286343,227.0
"CORINTH, MS → TUSCOLA, IL",1,1.0,3.082901554404145,386.0
"POCAHONTAS, AR → RHOME, TX",1,1.0,3.0828516377649327,519.0
"BRYAN, TX → WEST MONROE, LA",7,2.857142857142857,3.08169375534645,334.0
"BIRMINGHAM, AL → JACKSON, MS",2,1.5,3.081692096253868,246.5
"OLLA, LA → KATY, TX",1,1.0,3.0806603773584906,318.0
"OLLA, LA → SAN ANTONIO, TX",1,1.0,3.080082135523614,487.0
"BRUCE, MS → MONTGOMERY, AL",1,1.0,3.079710144927536,276.0
"MONTICELLO, AR → BALLINGER, TX",1,4.0,3.079710144927536,552.0
"HOLDEN, LA → HENDERSON, TX",7,1.2857142857142858,3.079625292740047,366.0
"THOMASVILLE, AL → SELMER, TN",1,8.0,3.076923076923077,260.0
"BAY SPRINGS, MS → SELMER, TN",1,3.0,3.076923076923077,260.0
"IDABEL, OK → BRYAN, TX",7,3.5714285714285716,3.0747398297067163,302.0
"BOGALUSA, LA → BRYAN, TX",7,1.1428571428571428,3.0744680851063833,470.0
"BOGALUSA, LA → IRVING, TX",2,1.5,3.0741410488245933,553.0
"MAGNOLIA, MS → HOUSTON, TX",5,0.8,3.074016732804932,365.8
"ACKERMAN, MS → DES PLAINES, IL",3,7.333333333333333,3.0707923112986406,711.0
"BOGALUSA, LA → JACKSONVILLE, TX",14,2.0714285714285716,3.0705647840531562,430.0
"BRUCE, MS → DALLAS, TX",3,2.6666666666666665,3.0690092852883546,550.3333333333334
"BRUCE, MS → HOUSTON, TX",1,1.0,3.067993366500829,603.0
"ABBEVILLE, AL → SCAMMON, KS",1,2.0,3.067484662576687,815.0
"CARRSVILLE, KY → EVANSVILLE, WI",1,1.0,3.067484662576687,489.0
"TAYLOR, LA → PASADENA, TX",2,2.0,3.0670103092783503,291.0
"DODSON, LA → CARROLLTON, MO",1,6.0,3.065068493150685,584.0
"BAY SPRINGS, MS → KATY, TX",1,1.0,3.0632411067193677,506.0
"MILLPORT, AL → HOUSTON, TX",2,1.0,3.062100402557424,616.5
"HATTIESBURG, MS → BIRMINGHAM, AL",1,0.0,3.06,250.0
"CORINTH, MS → MARKLEVILLE, IN",3,4.666666666666667,3.059947299077734,506.0
"MAGNOLIA, MS → JACKSONVILLE, TX",18,5.666666666666667,3.0596606458675426,406.0
"VANCE, AL → GHENT, KY",1,0.0,3.056768558951965,458.0
"DODSON, LA → OKLAHOMA CITY, OK",2,6.0,3.056701030927835,485.0
"PINELAND, TX → ALVARADO, TX",1,2.0,3.056603773584906,265.0
"BOGALUSA, LA → PASADENA, TX",1,3.0,3.0555555555555554,360.0
"BRYAN, TX → DUNCAN, OK",2,5.5,3.054662379421222,311.0
"BAY SPRINGS, MS → KNOXVILLE, TN",1,1.0,3.053275109170306,458.0
"TAYLOR, LA → ACWORTH, GA",1,1.0,3.053173241852487,583.0
"BRUCE, MS → TOLEDO, OH",2,3.5,3.050397877984085,754.0
"DIERKS, AR → ARMOREL, AR",2,3.0,3.0493630573248405,314.0
"MILLPORT, AL → NASHVILLE, TN",1,11.0,3.048780487804878,246.0
"SUMMERSVILLE, MO → LONGVIEW, TX",2,1.5,3.046536796536796,462.0
"TAYLORSVILLE, MS → HICKMAN, KY",1,1.0,3.045685279187817,394.0
"EVINGTON, VA → TOMPKINSVILLE, KY",3,1.6666666666666667,3.0438010393466963,449.0
"IDABEL, OK → CONROE, TX",1,2.0,3.0405405405405403,296.0
"GLOSTER, MS → WELLFORD, SC",1,5.0,3.0395136778115504,658.0
"SALEM, MO → EVANSVILLE, WI",2,4.5,3.039112050739958,473.0
"MAGNOLIA, MS → TIPP CITY, OH",1,3.0,3.0357142857142856,840.0
"SALEM, MO → CEDAR SPRINGS, GA",1,5.0,3.0344827586206895,725.0
"TAYLOR, LA → BROOKLINE STATION, MO",3,3.0,3.029935275080906,412.0
"PERRY, GA → BIRMINGHAM, AL",1,2.0,3.02734375,256.0
"MONROEVILLE, AL → MOSCOW, TN",1,9.0,3.025936599423631,347.0
"VICKSBURG, MS → RICHMOND, IL",1,2.0,3.0249110320284696,843.0
"VIOLA, AR → GREELEY, CO",1,2.0,3.023887079261672,921.0
"VICKSBURG, MS → MEMPHIS, TN",1,1.0,3.0237154150197627,253.0
"MOUNDVILLE, AL → FT WORTH, TX",1,1.0,3.022875816993464,612.0
"FULTON, MS → HAUGHTON, LA",1,1.0,3.0213270142180093,422.0
"WAYNESBORO, MS → BRAZIL, IN",2,6.5,3.0211480362537766,662.0
"RUSSELLVILLE, AR → WINFIELD, KS",1,5.0,3.0211480362537766,331.0
"GLOSTER, MS → SHERMAN, TX",1,4.0,3.0208333333333335,480.0
"NEW BOSTON, TX → SILSBEE, TX",3,3.6666666666666665,3.01952580195258,239.0
"BRYAN, TX → ELKHART, TX",1,2.0,3.018867924528302,106.0
"BAY SPRINGS, MS → BALLINGER, TX",1,2.0,3.018867924528302,689.0
"WARREN, AR → SEMINOLE, TX",1,6.0,3.014705882352941,680.0
"MOUNDVILLE, AL → ASHLAND CITY, TN",1,5.0,3.0141843971631204,282.0
"OLLA, LA → CORSICANA, TX",1,1.0,3.0120481927710845,332.0
"BOGALUSA, LA → OLIVE BRANCH, MS",3,5.0,3.0104423868312757,324.0
"DIERKS, AR → MIDDLETON, TN",6,10.166666666666666,3.0078895463510844,338.0
"MILLPORT, AL → SHEPHERDSVILLE, KY",1,3.0,3.007518796992481,399.0
"THORSBY, AL → CLAXTON, GA",1,9.0,3.007518796992481,399.0
"OLA, AR → WACO, TX",1,3.0,3.0066815144766146,449.0
"POCAHONTAS, AR → JEWETT, TX",8,1.75,3.005319148936171,517.0
"DODSON, LA → BROKEN ARROW, OK",2,4.0,3.0035448577680524,457.0
"FAIRFIELD, IL → OSCEOLA, IA",4,5.5,3.0030800821355235,487.0
"BRYAN, TX → TULSA, OK",1,2.0,3.0023094688221708,433.0
"ACKERMAN, MS → MACOMB, MI",2,9.0,3.001700680272109,882.0
"BOGALUSA, LA → HENDERSON, TX",2,0.5,3.0,425.0
"OLLA, LA → FORT PAYNE, AL",1,9.0,2.997983870967742,496.0
"WARREN, AR → AUBURN, KY",5,5.6,2.997863247863248,468.0
"NEW ORLEANS, LA → MOUNDVILLE, AL",5,5.4,2.996515679442509,287.0
"ACKERMAN, MS → OTTAWA LAKE, MI",2,6.5,2.9962546816479403,801.0
"OLLA, LA → GUTHRIE, OK",2,6.5,2.9946996466431095,566.0
"BRUCE, MS → BAYTOWN, TX",1,0.0,2.992957746478873,568.0
"LOUISVILLE, AL → TUSCUMBIA, AL",8,2.375,2.9929577464788726,284.0
"MEXIA, AL → HALEYVILLE, AL",2,3.5,2.992700729927007,274.0
"OLLA, LA → CASSVILLE, MO",1,1.0,2.9914529914529915,468.0
"VIOLA, AR → DECATUR, AL",7,1.8571428571428572,2.9896206618240515,354.0
"TALLADEGA, AL → MARKLEVILLE, IN",1,1.0,2.9876977152899826,569.0
"CENTERVILLE, MO → JEWETT, TX",6,9.333333333333334,2.9863433667781494,598.0
"BRYAN, TX → RAPID CITY, SD",16,7.0,2.98597144006436,1243.0
"CORINTH, MS → LOTT, TX",1,1.0,2.985074626865672,670.0
"BRYAN, TX → MOUNT PLEASANT, TX",7,4.142857142857143,2.9849012775842043,246.0
"TAYLOR, LA → CARROLLTON, MO",9,7.0,2.983467896962707,578.0
"ACKERMAN, MS → GUTHRIE, OK",1,3.0,2.981651376146789,654.0
"WARREN, AR → SILSBEE, TX",1,4.0,2.981651376146789,327.0
"DIERKS, AR → AUSTIN, TX",1,1.0,2.9789719626168223,428.0
"FULTON, AL → BULLARD, TX",1,1.0,2.9761904761904763,504.0
"EXETER, MO → JEWETT, TX",2,5.0,2.9761904761904763,504.0
"TUSCUMBIA, AL → JEWETT, TX",7,3.0,2.9741475373300648,641.0
"BOGALUSA, LA → GRAND PRAIRIE, TX",1,3.0,2.972972972972973,555.0
"BRYAN, TX → HINDSVILLE, AR",1,4.0,2.9716446124763705,529.0
"IDABEL, OK → CARROLLTON, MO",1,1.0,2.9702970297029703,505.0
"BIRMINGHAM, AL → BRYAN, TX",1,3.0,2.968980797636632,677.0
"FULTON, MS → PORT NECHES, TX",1,0.0,2.966841186736475,573.0
"MILLPORT, AL → SCHILLER PARK, IL",1,6.0,2.9667149059334297,691.0
"BRYAN, TX → MILLS, WY",7,7.571428571428571,2.965851352948127,1209.0
"HOLDEN, LA → DALLAS, TX",19,2.9473684210526314,2.9653177839334863,474.36842105263156
"BOGALUSA, LA → DALLAS, TX",12,2.5,2.9638575708264283,533.1666666666666
"MERIDIAN, MS → GRABILL, IN",3,2.6666666666666665,2.958057395143488,755.0
"FULTON, AL → CONROE, TX",2,1.0,2.956989247311828,558.0
"BRUCE, MS → SILSBEE, TX",6,2.0,2.9555555555555557,525.0
"VICKSBURG, MS → TOLEDO, OH",1,1.0,2.9535864978902953,948.0
"CHOPIN, LA → POLLARD, AR",1,1.0,2.9531568228105907,491.0
"HERMANVILLE, MS → MORRISTOWN, TN",1,1.0,2.9510961214165263,593.0
"VICKSBURG, MS → HOUSTON, TX",4,1.75,2.9508147921344494,423.0
"BEARDEN, AR → FLINTVILLE, TN",1,6.0,2.9481641468682507,463.0
"MEXIA, AL → PELLA, IA",1,1.0,2.947598253275109,916.0
"DIERKS, AR → NASHVILLE, TN",2,8.0,2.9473684210526314,475.0
"BIRMINGHAM, AL → MONROE, LA",3,4.0,2.9465930018416207,362.0
"MONROEVILLE, AL → AUBURN, KY",6,7.333333333333333,2.94649313087491,461.0
"VIOLA, AR → BIRMINGHAM, AL",2,3.5,2.946210268948655,409.0
"GURDON, AR → EDINBURG, TX",2,2.0,2.9437122302158274,695.0
"GLOSTER, MS → SKIDMORE, TX",2,4.0,2.9383429672447017,519.0
"OLLA, LA → OTTAWA LAKE, MI",2,17.5,2.9370300751879697,1064.0
"STEELVILLE, MO → GRAPELAND, TX",1,1.0,2.936630602782071,647.0
"MOUNDVILLE, AL → ENNIS, TX",1,4.0,2.936096718480138,579.0
"BRYAN, TX → BROKEN BOW, OK",32,5.53125,2.935111464968153,314.0
"BIRMINGHAM, AL → MC INTYRE, GA",9,4.555555555555555,2.9342158042519055,277.0
"BROOKHAVEN, MS → MIDDLETON, TN",3,17.333333333333332,2.9320987654320994,324.0
"EL DORADO, AR → SCHILLER PARK, IL",2,6.0,2.9310344827586206,783.0
"WARREN, AR → BIRMINGHAM, AL",3,3.3333333333333335,2.9304029304029307,364.0
"MERIDIAN, MS → BRYAN, TX",1,3.0,2.93040293040293,546.0
"CHAPMAN, AL → CLAXTON, GA",1,1.0,2.926829268292683,410.0
"POCAHONTAS, AR → BIRMINGHAM, AL",1,4.0,2.9258241758241756,364.0
"KINARDS, SC → GOLDEN, MS",1,2.0,2.922755741127349,479.0
"TAHLEQUAH, OK → FORT WORTH, TX",1,3.0,2.9209621993127146,291.0
"DERIDDER, LA → POTTSVILLE, AR",1,1.0,2.9197080291970803,411.0
"DIERKS, AR → RICHMOND, IL",1,2.0,2.9161603888213854,823.0
"BOGALUSA, LA → GUNTER, TX",1,3.0,2.9159519725557463,583.0
"BAY SPRINGS, MS → EDINBURG, TX",1,7.0,2.9156327543424316,806.0
"MILLPORT, AL → INDIANAPOLIS, IN",1,1.0,2.9135338345864663,532.0
"VICKSBURG, MS → SOMERSET, KY",1,13.0,2.9133858267716537,635.0
"BIRMINGHAM, AL → PORTAGE, IN",12,1.5833333333333333,2.9133702531645564,632.0
"BIRMINGHAM, AL → NEW PHILADELPHIA, OH",1,3.0,2.911208151382824,687.0
"TALLADEGA, AL → GRABILL, IN",4,2.0,2.9091591591591586,666.0
"LOUISVILLE, AL → MILROY, IN",1,7.0,2.908805031446541,636.0
"PHILADELPHIA, MS → GRABILL, IN",7,5.714285714285714,2.9073941134242647,796.0
"CORINTH, MS → PRINCEVILLE, IL",2,4.0,2.9069767441860463,516.0
"RUSSELLVILLE, AR → DES PLAINES, IL",2,3.0,2.9061102831594634,671.0
"FULTON, AL → BONHAM, TX",1,1.0,2.905982905982906,585.0
"HOUSTON, TX → WESLACO, TX",2,2.0,2.9044117647058822,340.0
"MILLPORT, AL → SILSBEE, TX",2,2.0,2.9017960288808666,554.0
"OLA, AR → BRYAN, TX",1,1.0,2.9017857142857144,448.0
"MONTICELLO, AR → BEAUMONT, TX",1,1.0,2.9017857142857144,336.0
"MEXIA, AL → TUSCUMBIA, AL",1,3.0,2.901639344262295,305.0
"LANETT, AL → BRYAN, TX",2,0.5,2.8998778998779002,819.0
"BOGALUSA, LA → VINEMONT, AL",1,1.0,2.898550724637681,345.0
"ACKERMAN, MS → CHERRY VALLEY, IL",1,1.0,2.8950953678474116,734.0
"THOMASVILLE, AL → SCHILLER PARK, IL",2,6.0,2.8942428035043806,799.0
"HOLDEN, LA → ELORA, TN",1,2.0,2.8942115768463075,501.0
"BRYAN, TX → DUMAS, TX",2,2.0,2.8914590747330964,562.0
"TUSCUMBIA, AL → FLOWOOD, MS",7,2.142857142857143,2.8906071428571427,280.0
"BOGALUSA, LA → FLINTVILLE, TN",4,2.5,2.8898809523809526,420.0
"MOUNDVILLE, AL → JACKSONVILLE, TX",1,1.0,2.8884462151394423,502.0
"VERONA, MO → ALTON, IL",2,4.0,2.888086642599278,277.0
"NEW ORLEANS, LA → SILSBEE, TX",5,4.4,2.888086642599278,277.0
"HOLDEN, LA → MONTGOMERY, AL",5,3.8,2.8859649122807016,342.0
"GLOSTER, MS → SIMPSONVILLE, SC",1,1.0,2.8858024691358026,648.0
"VICKSBURG, MS → MARKLEVILLE, IN",1,7.0,2.8833551769331587,763.0
"GLOSTER, MS → RIPLEY, TN",2,3.5,2.8821256684491976,374.0
"PINELAND, TX → EDINBURG, TX",1,4.0,2.881763527054108,499.0
"MOUNDVILLE, AL → SILSBEE, TX",1,1.0,2.8810408921933086,538.0
